,start_time,start_lat,start_lng,end_lat,end_lng,ride_value,X_pick,Y_pick,X_drop,Y_drop,timestamp,distances
433833,2022-03-23 17:37:07.229325000,59.40806409316485,24.698358457060053,59.404548165830604,24.72290623752077,0.35425,539662.3418294962,6585778.930355408,541060.66860957,6585402.03515773,1648057027.229325,1448.2291855589012
331844,2022-03-22 09:38:27.045953000,59.40606325648756,24.662019413422136,59.40018629211958,24.825505841505684,2.274,537600.782806507,6585535.112142562,546893.9726851743,6584983.404970481,1647941907.045953,9309.5520259941
54306,2022-03-09 04:45:27.751854000,59.42558695298979,24.72548737836359,59.40514895887889,24.714174265631424,0.58825,541181.9208029996,6587747.291493309,540564.0037624523,6585463.649102025,1646801127.7518542,2365.765001065848
272800,2022-03-20 22:16:44.326396000,59.430960449948,24.744995878613377,59.431590397265126,24.753373473263903,0.125,542282.6173194002,6588358.02631135,542757.2838559316,6588433.511706302,1647814604.326396,480.6312159585225
56456,2022-03-02 10:52:51.128536000,59.44464345801371,24.71606600565402,59.433056425348326,24.746148260504288,0.52675,540624.4788120871,6589864.41621634,542345.4212828885,6588592.240960925,1646218371.128536,2140.1104803954318
395363,2022-03-23 15:56:40.165103000,59.42116843993161,24.80140689363773,59.42314837816743,24.734141970934896,0.93475,545497.1389434426,6587304.13316644,541676.1481109654,6587480.984318891,1648051000.1651032,3825.0813418799567
502659,2022-03-15 14:46:56.175637000,59.41509306531137,24.73796983686478,59.44988548372203,24.694180206340643,1.14075,541903.3144023614,6586586.025553752,539376.8360580676,6590435.32396168,1647355616.175637,4604.366520756479
225361,2022-03-16 06:49:14.954252000,59.43667860842265,24.754810428966145,59.43570581750214,24.7477888578392,0.125,542832.4554492556,6589001.245245586,542435.2342640846,6588888.415240068,1647413354.954252,412.9349586725712
539950,2022-03-19 11:31:28.363208000,59.42567834597746,24.74759089536013,59.40106292034312,24.6487702756099,1.53175,542436.4510081182,6587771.249587806,536853.6816627717,6584970.7292733835,1647689488.3632078,6245.816807658804
562055,2022-03-25 02:36:33.132321000,59.43787777201923,24.75378695449492,59.40430339580178,24.801348512742,1.1415,542772.8786035725,6589134.176794669,545516.2699866362,6585425.391511111,1648175793.1323211,4613.164267637272
424460,2022-03-26 14:00:49.735817000,59.35202920077055,24.598383213152164,59.46366698959503,24.68393671752268,3.3175,534040.2306077798,6579481.851858997,538780.147874917,6591964.618697805,1648303249.735817,13352.388687098788
569065,2022-03-23 16:37:35.503700000,59.4333495131393,24.76095205537677,59.43401376831338,24.76051235660039,0.125,543185.1604567746,6588634.32855833,543159.3689679354,6588708.0421907725,1648053455.5037,78.09545764220297
73790,2022-03-07 22:09:53.068388000,59.43770310482051,24.75885439104169,59.4393823578385,24.755643843143183,0.125,543060.6330762195,6589117.961390365,542876.3531886328,6589302.97049521,1646690993.068388,261.12725986492285
265064,2022-03-10 08:01:13.495564000,59.43760110924944,24.74740166872656,59.432414755723855,24.76084851445948,0.2355,542410.9104978233,6589099.302591779,543180.4657910116,6588530.131923496,1646899273.495564,957.1680097602574
98374,2022-03-14 17:40:27.725000000,59.43200480229641,24.749866222887924,59.4597167028291,24.701123796581005,1.0302062542721748,542557.7240688222,6588477.445172205,539759.243637839,6591534.617342899,1647279627.725,4144.610283713285
325770,2022-03-06 16:06:40.542101000,59.45735278357808,24.87970901011927,59.41668223147183,24.799486985295328,1.585,549889.3644494588,6591390.619675998,545394.1045996523,6586803.084504318,1646582800.542101,6422.837384573554
358543,2022-03-28 08:24:31.550030000,59.42736423343722,24.774101222466232,59.43859258136586,24.7198064138404,0.815,543939.057266357,6587976.122085132,540843.9084104231,6589192.625882697,1648455871.55003,3325.631959474852
46339,2022-03-19 00:31:04.256946000,59.43680505768103,24.761831111959644,59.44030070039139,24.72827256768637,0.4755,543230.673924472,6589019.835375093,541322.2178062149,6589388.093632397,1647649864.2569458,1943.6612100326172
164332,2022-03-15 21:29:14.495629000,59.43043642358232,24.77124550130652,59.41117618055459,24.65310468217576,1.724,543773.0345975236,6588316.489172676,537088.9221516579,6586099.721683228,1647379754.495629,7042.117386926167
458591,2022-03-07 17:40:52.932828000,59.39427918562919,24.641638460655606,59.42885583444464,24.836956291967223,2.87475,536455.7971604511,6584211.13505906,547504.5464937701,6588185.125502837,1646674852.932828,11741.697572231655
175610,2022-03-26 08:36:43.288170000,59.40397268802064,24.73225425024995,59.52359342418104,24.818564556860768,3.52875,541592.3093817742,6585343.687849306,546331.9122957956,6598725.8838936165,1648283803.28817,14196.725212209041
537768,2022-03-18 18:46:36.043941000,59.43918241253433,24.77447871788196,59.392083244992456,24.662029482824348,2.03525,543945.2822048753,6589292.886460923,537616.7256833405,6583977.770262261,1647629196.043941,8264.447219961967
135938,2022-03-10 16:32:25.055259000,59.43213286762539,24.68564597796904,59.42973638307544,24.752471018737776,0.9295,538912.9710606223,6588452.711162696,542708.3846941157,6588226.403464811,1646929945.055259,3802.154629079415
392722,2022-03-09 02:02:36.827054000,59.43573253639251,24.75454719637852,59.43708036661742,24.839000956965247,1.17225,542818.7042706527,6588895.686535962,547609.1327751883,6589102.757925122,1646791356.827054,4794.901856897144
172871,2022-03-07 22:38:07.748902000,59.38808013147171,24.682937608002344,59.43300493897222,24.76122442308869,1.6535,538809.2319779695,6583543.7440578835,543201.0526937298,6588596.119115556,1646692687.7489018,6694.369494042615
307713,2022-03-03 02:34:34.795427000,59.43636725970982,24.74914238247764,59.487199636873214,25.022268460643765,4.0435,542511.2174114211,6588962.955781927,557922.8276926226,6594829.995552711,1646274874.795427,16490.59996275433
125227,2022-03-10 19:16:27.709547000,59.435481179411774,24.868483856424685,59.434470228782864,24.757742472188816,1.53675,549284.3554645267,6588945.908725115,543001.6092194701,6588757.111990253,1646939787.709547,6285.582279062722
473483,2022-03-24 05:31:32.190000000,59.42134478980858,24.75570040922008,59.39812083558055,24.70103342383012,0.9944997277878946,542902.2011876464,6587293.660338462,539825.8341757259,6584672.8593550185,1648099892.19,4041.3650895276132
332199,2022-03-16 15:35:13.383000000,59.44120430978986,24.86358003048623,59.423704200030464,24.748444417600737,1.6640010075605751,548997.8823115875,6589579.849887211,542487.3524707691,6587551.874478731,1647444913.3830001,6819.067609694481
236547,2022-03-13 07:36:52.675252000,59.44668216084364,24.738832681553298,59.43854590209979,24.769093018587288,0.4765,541913.5445922647,6590105.532852255,543640.5146374974,6589218.464350561,1647157012.675252,1941.4726533816613
225140,2022-03-10 15:05:03.324526000,59.43091759915161,24.74357310882632,59.42387985134911,24.70123595277945,0.619,542201.9235303818,6588352.356817606,539807.3401484158,6587542.482520328,1646924703.324526,2527.8302851614094
622679,2022-03-23 16:45:25.874868000,59.367670369805744,24.66179327135375,59.36681689207445,24.632593090180567,0.40575,537630.136624032,6581258.108012594,535970.736141412,6581147.013065264,1648053925.874868,1663.115164094741
277518,2022-03-05 07:32:39.211023000,59.413186214174736,24.68749082415687,59.45771944453955,24.7090773555534,1.2715,539039.3024531027,6586343.149566045,540212.6084821594,6591316.864011509,1646465559.211023,5110.233108463974
116773,2022-03-11 12:17:48.813395000,59.4312832361974,24.71128857203914,59.421524994307184,24.79871575906223,1.24275,540369.2342041482,6588373.217298064,545343.8932313814,6587342.0298466785,1647001068.813395,5080.4114003817685
98925,2022-03-05 05:30:40.703138000,59.44396453062403,24.724310145607443,59.280215977454006,24.669502218583485,4.607,541092.9911635979,6589793.806060197,538165.6980597678,6571520.478347082,1646458240.703138,18506.311102611264
109384,2022-03-18 06:05:29.175900000,59.40798700455346,24.644702026803923,59.36115629037239,24.615863919965072,1.35975,536615.1763584297,6585739.8348589,535025.2928765421,6580507.584056873,1647583529.1759,5468.471261814583
442775,2022-03-06 02:23:27.509893000,59.4411781297045,24.731426051172,59.375270450902775,24.63883822659306,2.235,541500.0736514212,6589487.785034499,536316.8696706601,6582092.082752023,1646533407.5098932,9031.169124604085
65856,2022-03-15 22:48:37.627604000,59.37263497999565,24.71942214943582,59.40915336339032,24.66144055437221,1.29375,540900.9120508222,6581844.882781293,537564.511804911,6585879.021161382,1647384517.627604,5235.058650160685
555517,2022-03-24 18:25:23.742000000,59.40222332541099,24.66285572275374,59.44655045266659,24.73741029765984,1.6069528793400871,537652.5084763933,6585107.819221898,541833.0181461866,6590089.9727789005,1648146323.742,6503.730865033425
606489,2022-03-12 10:46:04.079170000,59.44629099071742,24.699523835027872,59.43217008113963,24.761552814327693,0.9455,539684.1143585739,6590038.0477340445,543220.744695746,6588503.329304581,1647081964.07917,3855.271040995954
145006,2022-03-08 18:14:54.781000000,59.44112761237139,24.88410320761932,59.36881109033423,24.67121793860193,3.5704949537338724,550162.3741707357,6589586.475803222,538164.7419657841,6581390.505394674,1646763294.781,14529.869561117226
495822,2022-03-06 20:16:17.450000000,59.43624799701324,24.751330210246746,59.38353087396886,24.644812750889365,2.08026971856013,542635.5126405616,6588951.058726531,536647.6547711508,6583015.52400325,1646597777.4499998,8431.192935495495
594055,2022-03-23 20:39:24.819141000,59.4326744039746,24.752065025627108,59.4275359977734,24.74856482350299,0.1505,542681.6728019095,6588553.434556391,542489.4235598787,6587978.804507521,1648067964.8191411,605.9368482984628
21794,2022-03-01 04:04:47.239571000,59.387030101648776,24.86404667183817,59.37638193224449,24.695080102630573,2.36275,549102.0971071249,6583545.455813675,539512.7320566784,6582247.688766445,1646107487.2395709,9676.78259441643
62975,2022-03-26 06:56:26.069822000,59.425731111228544,24.768602551506618,59.43103308473749,24.710873457491218,0.81425,543629.0434775074,6587790.607328224,540345.970566334,6588345.100994667,1648277786.0698218,3329.569186277166
147982,2022-03-18 03:41:38.847695000,59.412663902139776,24.68688410298736,59.42325345161972,24.70333341396163,0.372,539005.4467195092,6586284.611918597,539927.1349036766,6587473.949138552,1647574898.847695,1504.67010723447
621758,2022-03-07 13:44:21.529877000,59.427164195339536,24.77465864688925,59.42253271554638,24.7917877872098,0.27,543970.9534028299,6587954.203642795,544949.2785260932,6587449.623803744,1646660661.529877,1100.781931530779
461673,2022-03-07 07:13:11.549489000,59.42351760667408,24.740168891725087,59.4379008686722,24.757073404817643,0.46275,542017.8197286371,6587525.875564824,542959.327962018,6589138.849944414,1646637191.5494888,1867.6520293504823
273488,2022-03-17 01:08:39.087755000,59.43976327687946,24.72788479710447,59.44775119074836,24.867503968887625,1.94975,541300.866232972,6589327.986489841,549211.0742349501,6590312.02049414,1647479319.087755,7971.180185905676
24928,2022-03-13 18:54:36.072945000,59.42502530266661,24.7461030352592,59.437984728097,24.75264165844445,0.37075,542352.8064107875,6587697.561633004,542707.7589716914,6589145.36175172,1647197676.0729449,1490.676525691447
623645,2022-03-08 21:56:00.747721000,59.374316092809856,24.70523055690745,59.4280743772142,24.6590778292212,1.62325,540092.1462961095,6582023.584532238,537409.6213107933,6587985.483079363,1646776560.747721,6537.597003720671
512035,2022-03-10 06:30:54.032000000,59.452422205255935,24.71399768646324,59.42987829927439,24.792072088893363,1.2562445473065544,540497.9173332718,6590729.713159817,544955.7544584558,6588268.09015187,1646893854.032,5092.337348205219
559383,2022-03-02 22:57:30.397651000,59.4373677337941,24.75257615892736,59.43305644273737,24.744485553188248,0.1639999999999999,542704.813609867,6589076.587979397,542251.0631409662,6588591.194411666,1646261850.397651,664.451957346794
293331,2022-03-05 22:15:53.085000000,59.4346830556278,24.7469809484406,59.42983184439564,24.683911562301105,0.8748870270068043,542390.6580631214,6588773.970552188,538817.153527097,6588195.374215783,1646518553.085,3620.042594982712
197825,2022-03-04 12:04:02.665905000,59.39766930406015,24.694532716449693,59.430630122864684,24.84906969618294,2.331,539457.0619173123,6584618.718069469,548189.5490577072,6588391.414948241,1646395442.665905,9512.600769309063
444233,2022-03-27 16:44:37.554014000,59.43015755794315,24.68383060680617,59.42987177973258,24.68412291965793,0.125,538812.1889314017,6588231.61157122,538829.1038650793,6588199.945306499,1648399477.554014,35.90079807903732
514024,2022-03-16 12:06:08.846620000,59.44946209553584,24.733952700019888,59.42980292883086,24.75206879086902,0.6005,541633.32854294,6590412.175652023,542685.4730784263,6588233.560489944,1647432368.8466198,2419.3743298620143
441531,2022-03-04 20:15:54.698945000,59.41387694038146,24.73919803125172,59.43141990771976,24.70210384061883,0.70825,541974.5437562322,6586451.320203671,539847.8139039741,6588382.950373483,1646424954.698945,2873.0080016269403
493589,2022-03-23 22:52:33.622700000,59.42669809521999,24.71739280794836,59.42914842365193,24.71726049829369,0.125,540721.1303881116,6587866.129004606,540710.7015095298,6588139.011469222,1648075953.6227,273.081674601523
495272,2022-03-09 16:44:18.854172000,59.4012143821485,24.661475582426487,59.444760146544894,24.724527384815545,1.49175,537575.2226569928,6584994.650771375,541104.3581542681,6589882.570008154,1646844258.854172,6028.810149889005
310649,2022-03-19 06:46:28.993942000,59.44855282108196,24.870630295116683,59.41199084053847,24.6549427424358,3.15975,549387.2529196509,6590403.616911082,537192.4136362938,6586191.49157646,1647672388.993942,12901.786891026653
475597,2022-03-25 08:14:45.597000000,59.432037905831166,24.75988880859296,59.41659209967411,24.72972492705902,0.6046177698442499,543126.477493893,6588487.5342411455,541433.354776785,6586747.892697165,1648196085.597,2427.553755683007
448627,2022-03-18 08:12:03.226000000,59.44285042073513,24.87344429529755,59.41424251348671,24.816440308758352,1.1227025933368462,549555.1425280115,6589770.4667269215,546359.9591205542,6586542.904303423,1647591123.2259998,4541.624841933688
23567,2022-03-01 00:15:13.612519000,59.38786511268879,24.68350888054271,59.43654600986599,24.73023271666836,1.49825,538841.9385879869,6583520.122201137,541437.9859834962,6588971.035259104,1646093713.612519,6037.542152668322
341514,2022-03-20 13:30:55.506322999,59.440646618940974,24.829091422575463,59.4167640113788,24.798367497675148,0.7879999999999999,547041.9341839699,6589493.03503743,545330.4357353055,6586811.437419421,1647783055.5063229,3181.2250352170513
325602,2022-03-16 15:49:41.226452000,59.424823689850406,24.70160262558084,59.44297951629497,24.754198752646552,0.88675,539827.0546621836,6587647.842437559,542789.8543177336,6589702.765176439,1647445781.2264519,3605.6745917640033
141301,2022-03-25 11:31:43.011805000,59.422512152095614,24.790244667161826,59.41407695813253,24.816663414583484,0.43475,544861.7076481744,6587446.300044438,546372.8516649292,6586524.6163236415,1648207903.0118048,1770.0443837810708
185106,2022-03-13 02:51:07.760781000,59.43191259083051,24.74836894168095,59.4257614185066,24.67157102101727,1.079,542472.8658766415,6588466.223980096,538121.2980685405,6587734.854962679,1647139867.760781,4412.6004836308075
149724,2022-03-18 19:48:56.511785000,59.406332383406685,24.676135261654743,59.435480748922345,24.74894956157901,1.294,538402.1929696826,6585573.089530292,542501.3786531251,6588864.077873088,1647632936.511785,5256.798221328473
427335,2022-03-13 16:31:57.569500000,59.394906810897886,24.64635694616885,59.43780135528193,24.75825930832677,1.95625,536723.2040605425,6584283.625275284,543026.7432555759,6589128.524440401,1647189117.5695,7950.324163420957
588585,2022-03-26 15:26:08.771000000,59.43621309677788,24.7688750871784,59.45714593468609,24.667463678282587,1.5189135922066153,543631.1280278529,6588958.452955648,537853.3641196284,6591228.759423003,1648308368.7710001,6207.8053476966725
318796,2022-03-08 02:22:33.903863000,59.42576262730651,24.64743989425861,59.395983718361215,24.671876166269808,0.893,536751.5521743174,6587721.521822874,538171.8464583026,6584417.837400969,1646706153.903863,3596.048750039519
141450,2022-03-19 15:40:40.635060000,59.41815371424206,24.73740385173827,59.42878845528586,24.76073218059031,0.4379999999999999,541867.4296761688,6586926.621054628,543178.445354062,6588126.095271178,1647704440.63506,1776.9357061664166
600933,2022-03-15 09:28:58.245798000,59.42875062369336,24.62592062416553,59.42946700736121,24.735056292929148,1.51425,535526.9531395966,6588042.789982518,541720.3370278885,6588185.435766135,1647336538.2457979,6195.026376645815
272783,2022-03-01 20:38:42.278620000,59.41426630037071,24.738511311770573,59.40646502440581,24.656953807693192,1.152,541935.073167465,6586494.264395845,537312.641969139,6585577.039795117,1646167122.27862,4712.554631135653
75724,2022-03-20 12:16:40.776201000,59.379889393283904,24.68223050297791,59.438819051066254,24.771740936394075,2.05325,538778.3312015631,6582630.909950281,543790.4082701007,6589250.618276749,1647778600.776201,8303.099112287735
96945,2022-03-20 13:19:55.485740000,59.43257258919853,24.742664240456573,59.44010716686344,24.71456401492936,0.44225,542148.3009805677,6588536.148182021,540544.6532985183,6589358.168659853,1647782395.48574,1802.0553693259835
81763,2022-03-18 01:04:04.135598000,59.42116927447165,24.7014497287734,59.444590924801005,24.88925484470304,2.6855,539822.6329654123,6587240.655232134,550449.536527047,6589976.137597416,1647565444.1355982,10973.328714617528
94713,2022-03-28 19:07:01.535327000,59.44004056867003,24.74801194691733,59.41490741358336,24.71365488560639,0.84475,542442.5084095822,6589371.440390403,540522.93879214,6586550.404954494,1648494421.535327,3412.182358383529
104445,2022-03-21 05:40:09.251089000,59.445452601218754,24.74016422874203,59.39568776951276,24.666934788891865,1.71425,541990.590893652,6589969.394131738,537891.445061963,6584382.067645598,1647841209.2510889,6929.734036178444
345649,2022-03-06 20:00:37.172338000,59.46703580574127,24.926468602596675,59.41553573019672,24.644051043037305,4.171,552526.0940746266,6592504.968729636,536570.1310997945,6586580.400073428,1646596837.172338,17020.37802800905
4166,2022-03-16 07:30:19.797618000,59.43724861408065,24.775747257806263,59.43255082605943,24.774354802212898,0.13175,544019.7496306947,6589078.297302928,543946.7799247196,6588554.061566188,1647415819.797618,529.2897936530076
486220,2022-03-09 18:43:12.621312000,59.40195660461448,24.81167609972941,59.48242803934572,24.84917183350465,2.29275,546106.0078066161,6585171.02239484,548122.2940158754,6594161.628147023,1646851392.621312,9213.924346815396
221628,2022-03-23 05:25:37.578499000,59.40549833410665,24.69885358562126,59.51475806880464,24.818285301080422,3.45525,539693.4389450162,6585493.403148623,546328.1145827596,6597741.427062718,1648013137.578499,13929.5732389154
548157,2022-03-08 14:52:21.365212000,59.40333234353234,24.714071619904534,59.42789488261405,24.76153466700121,0.94775,540560.3282373344,6585261.22064428,543225.1219318087,6588027.070214937,1646751141.365212,3840.709476335594
211553,2022-03-15 18:03:38.142755000,59.43647286567796,24.74374134816952,59.43748402673085,24.75236264857684,0.125,542204.6097111269,6588971.309463555,542692.5531953037,6589089.40689315,1647367418.142755,502.03171874643215
420564,2022-03-19 16:31:52.502124000,59.43632635877735,24.75498880273723,59.43918706543511,24.7289751893038,0.3695,542843.0187001379,6588962.119208507,541363.4312916915,6589264.469142451,1647707512.502124,1510.1636937063397
345578,2022-03-05 12:47:03.181465000,59.3900334818931,24.652877216801947,59.44427115945731,24.75025634539235,2.0225,537098.9301017972,6583744.333729112,542564.5797268385,6589844.143961346,1646484423.1814651,8190.299792619491
503307,2022-03-13 14:53:01.483000000,59.40784518643966,24.65058133290044,59.41087247683134,24.686270110957608,0.505804165496636,536949.2282000126,6585727.260447339,538972.6235390148,6586084.693323384,1647183181.483,2054.7230856672027
562169,2022-03-19 12:03:00.637827000,59.40371488642862,24.69877790416252,59.43810454099202,24.756523128316392,1.246,539691.2102930817,6585294.6862675985,542927.8485266421,6589161.186373441,1647691380.6378272,5042.385360463946
411969,2022-03-15 22:54:59.506000000,59.44805039587649,24.80369206960589,59.40949558334615,24.692195605081505,1.888706292437882,545590.984360072,6590300.257543871,539310.6976688588,6585934.76761347,1647384899.5059998,7648.496797166506
530518,2022-03-19 22:23:44.257000000,59.43798601308109,24.743695308475544,59.43498324114693,24.548307786641423,2.717516082600985,542200.1282838773,6589139.842652757,531116.115229986,6588698.552932959,1647728624.257,11092.794147356684
347312,2022-03-14 13:19:18.936639000,59.425713698384286,24.806878060587987,59.432304221820296,24.746244722625782,0.86075,545801.6398939354,6587814.18297832,542351.8277374472,6588508.507796837,1647263958.936639,3518.9900353173007
